customer_id,signup_date,acquisition_channel,country,device_type,customer_segment,base_aov,repeat_score,discount_probability,refund_probability,total_orders,total_revenue,total_profit,avg_order_value,total_refunds,discount_order_rate,first_order_date,last_order_date,customer_lifetime_days,repeat_customer
C00152,2025-04-20,Facebook,UK,Desktop,Promo Shoppers,76.28,1.68,0.9,0.08,1,53.75,5.64,53.75,0.0,1.0,2025-04-20,2025-04-20,0,False
C00153,2024-10-18,Organic,UK,Tablet,One-Time Buyers,62.3,1.21,0.43,0.07,1,49.13,21.45,49.13,0.0,1.0,2024-10-18,2024-10-18,0,False
C00154,2024-02-24,Facebook,US,Tablet,Seasonal Gifters,107.73,1.26,0.41,0.04,3,304.48,123.13999999999999,101.49333333333334,0.0,0.3333333333333333,2024-02-24,2024-09-14,203,True
C00155,2024-05-27,Referral,US,Mobile,One-Time Buyers,71.82,1.38,0.41,0.07,1,52.47,13.31,52.47,0.0,1.0,2024-05-27,2024-05-27,0,False
C00156,2025-03-25,Referral,UK,Desktop,One-Time Buyers,64.71,1.38,0.41,0.07,1,53.94,34.85,53.94,0.0,0.0,2025-03-25,2025-03-25,0,False
C00157,2024-02-11,Email,US,Mobile,Steady Repeaters,95.5,4.64,0.21,0.05,9,868.23,432.87,96.47,0.0,0.1111111111111111,2024-02-11,2025-03-11,394,True
C00158,2025-06-07,Email,France,Mobile,VIP Loyalists,159.26,7.97,0.13,0.03,1,169.77,83.88,169.77,0.0,0.0,2025-06-07,2025-06-07,0,False
C00159,2024-11-25,Email,Germany,Mobile,Steady Repeaters,113.0,4.64,0.21,0.05,5,575.36,322.43,115.072,0.0,0.4,2024-11-25,2025-05-09,165,True
C00160,2024-03-21,Referral,US,Desktop,VIP Loyalists,187.86,6.88,0.14,0.03,10,1817.87,984.72,181.78699999999998,0.0,0.2,2024-03-21,2025-01-09,294,True
C00161,2024-03-29,Facebook,Germany,Mobile,One-Time Buyers,69.07,0.77,0.61,0.07,1,54.25,15.66,54.25,0.0,1.0,2024-03-29,2024-03-29,0,False
C00162,2025-02-04,Facebook,UK,Mobile,VIP Loyalists,136.49,3.85,0.2,0.03,2,299.28999999999996,156.51,149.64499999999998,0.0,0.0,2025-02-04,2025-03-03,27,True
C00163,2025-06-02,Google,Germany,Mobile,Steady Repeaters,106.78,3.2,0.25,0.05,1,106.84,47.45,106.84,0.0,0.0,2025-06-02,2025-06-02,0,False
C00164,2025-02-05,Referral,UK,Desktop,Seasonal Gifters,106.22,2.25,0.27,0.04,2,192.16,71.31,96.08,0.0,0.5,2025-02-05,2025-06-09,124,True
C00165,2024-07-06,Google,US,Mobile,Promo Shoppers,94.8,2.4,0.7,0.08,2,141.88,64.50999999999999,70.94,0.0,1.0,2024-07-06,2024-09-26,82,True
C00166,2025-05-11,Google,UK,Mobile,Promo Shoppers,77.96,2.4,0.7,0.08,1,52.44,22.53,52.44,0.0,1.0,2025-05-11,2025-05-11,0,False
C00167,2025-05-07,Facebook,US,Mobile,Promo Shoppers,46.54,1.68,0.9,0.08,1,35.13,2.99,35.13,0.0,1.0,2025-05-07,2025-05-07,0,False
C00168,2024-05-20,Referral,UK,Desktop,VIP Loyalists,159.3,6.88,0.14,0.03,11,1971.35,910.28,179.21363636363637,87.06,0.09090909090909091,2024-05-20,2025-05-31,376,True
C00169,2024-01-29,Referral,UK,Mobile,Steady Repeaters,91.6,4.0,0.23,0.05,3,256.07,107.18,85.35666666666667,0.0,0.6666666666666666,2024-01-29,2024-05-24,116,True
C00170,2024-09-22,Google,Germany,Tablet,Promo Shoppers,100.95,2.4,0.7,0.08,4,384.33000000000004,97.36,96.08250000000001,38.18,0.75,2024-09-22,2025-04-11,201,True
C00171,2024-01-03,Organic,UK,Desktop,VIP Loyalists,102.77,6.05,0.14,0.03,5,496.59000000000003,276.75,99.31800000000001,0.0,0.4,2024-01-03,2024-06-29,178,True
C00172,2025-02-02,Facebook,UK,Mobile,One-Time Buyers,52.19,0.77,0.61,0.07,1,34.78,6.11,34.78,0.0,1.0,2025-02-02,2025-02-02,0,False
C00173,2024-03-01,Facebook,UK,Tablet,Steady Repeaters,87.93,2.24,0.34,0.05,2,139.98000000000002,75.53999999999999,69.99000000000001,0.0,1.0,2024-03-01,2024-04-19,49,True
C00174,2024-08-13,Referral,US,Desktop,Seasonal Gifters,81.29,2.25,0.27,0.04,3,281.73,144.88,93.91000000000001,0.0,0.3333333333333333,2024-08-13,2025-03-21,220,True
C00175,2024-11-05,Referral,UK,Tablet,Steady Repeaters,104.3,4.0,0.23,0.05,5,488.28,197.58,97.65599999999999,0.0,0.2,2024-11-05,2025-05-09,185,True
C00176,2024-09-15,Email,UK,Mobile,Steady Repeaters,151.6,4.64,0.21,0.05,3,588.99,319.68,196.33,0.0,0.0,2024-09-15,2025-01-19,126,True
C00177,2025-06-04,Facebook,US,Mobile,One-Time Buyers,51.44,0.77,0.61,0.07,1,39.62,9.23,39.62,0.0,1.0,2025-06-04,2025-06-04,0,False
C00178,2024-04-29,Facebook,UK,Desktop,One-Time Buyers,43.28,0.77,0.61,0.07,1,35.6,20.86,35.6,0.0,0.0,2024-04-29,2024-04-29,0,False
C00179,2024-09-23,Email,Germany,Desktop,One-Time Buyers,69.75,1.59,0.38,0.07,1,74.88,32.35,74.88,0.0,0.0,2024-09-23,2024-09-23,0,False
C00180,2025-06-04,Referral,France,Desktop,Steady Repeaters,108.94,4.0,0.23,0.05,1,95.38,53.23,95.38,0.0,1.0,2025-06-04,2025-06-04,0,False
C00181,2024-05-03,Referral,US,Mobile,Steady Repeaters,78.03,4.0,0.23,0.05,5,494.65,186.95,98.92999999999999,63.19,0.2,2024-05-03,2024-12-31,242,True
C00182,2024-04-23,Google,UK,Mobile,One-Time Buyers,59.04,1.1,0.45,0.07,1,63.11,36.18,63.11,0.0,0.0,2024-04-23,2024-04-23,0,False
C00183,2024-02-09,Google,UK,Desktop,Promo Shoppers,89.49,2.4,0.7,0.08,4,290.92,117.82,72.73,0.0,0.75,2024-02-09,2024-07-30,172,True
C00184,2024-12-18,Referral,US,Desktop,Steady Repeaters,128.84,4.0,0.23,0.05,1,210.43,123.45,210.43,0.0,0.0,2024-12-18,2024-12-18,0,False
C00185,2024-06-18,Email,UK,Mobile,Steady Repeaters,114.73,4.64,0.21,0.05,2,226.72,122.78,113.36,0.0,0.0,2024-06-18,2024-08-25,68,True
C00186,2024-01-31,Referral,France,Mobile,Steady Repeaters,89.84,4.0,0.23,0.05,2,181.2,102.14,90.6,0.0,1.0,2024-01-31,2024-03-26,55,True
C00187,2024-03-22,Email,UK,Desktop,One-Time Buyers,80.52,1.59,0.38,0.07,1,64.48,38.64,64.48,0.0,0.0,2024-03-22,2024-03-22,0,False
C00188,2024-04-22,Email,UK,Mobile,Promo Shoppers,93.16,3.48,0.59,0.08,6,506.57,220.17,84.42833333333333,0.0,0.5,2024-04-22,2025-02-10,294,True
C00189,2024-12-30,Email,UK,Mobile,Promo Shoppers,80.94,3.48,0.59,0.08,1,76.12,-24.58,76.12,40.15,1.0,2024-12-30,2024-12-30,0,False
C00190,2024-11-30,Google,France,Mobile,One-Time Buyers,71.01,1.1,0.45,0.07,1,65.05,-13.51,65.05,50.66,1.0,2024-11-30,2024-11-30,0,False
C00191,2024-08-29,Email,France,Desktop,Seasonal Gifters,136.31,2.61,0.26,0.04,2,352.99,152.98,176.495,0.0,0.0,2024-08-29,2024-11-10,73,True
C00192,2024-09-26,Email,UK,Desktop,Promo Shoppers,103.1,3.48,0.59,0.08,1,79.23,39.88,79.23,0.0,1.0,2024-09-26,2024-09-26,0,False
C00193,2025-01-15,Referral,US,Mobile,Seasonal Gifters,98.36,2.25,0.27,0.04,1,96.81,60.78,96.81,0.0,0.0,2025-01-15,2025-01-15,0,False
C00194,2025-06-21,Organic,Germany,Mobile,One-Time Buyers,62.98,1.21,0.43,0.07,1,49.91,21.66,49.91,0.0,0.0,2025-06-21,2025-06-21,0,False
C00195,2025-05-03,Google,France,Mobile,Steady Repeaters,106.68,3.2,0.25,0.05,1,95.85,39.06,95.85,0.0,0.0,2025-05-03,2025-05-03,0,False
C00196,2024-01-22,Organic,UK,Desktop,One-Time Buyers,58.98,1.21,0.43,0.07,1,41.27,19.31,41.27,0.0,1.0,2024-01-22,2024-01-22,0,False
C00197,2024-01-21,Referral,France,Mobile,Steady Repeaters,70.66,4.0,0.23,0.05,3,175.35,96.35000000000001,58.449999999999996,0.0,0.3333333333333333,2024-01-21,2024-04-20,90,True
C00198,2025-06-07,Facebook,US,Mobile,Steady Repeaters,73.52,2.24,0.34,0.05,1,68.53,34.93,68.53,0.0,0.0,2025-06-07,2025-06-07,0,False
C00199,2024-11-04,Google,UK,Mobile,Promo Shoppers,76.25,2.4,0.7,0.08,3,175.83,72.12,58.61000000000001,0.0,0.6666666666666666,2024-11-04,2025-03-30,146,True
C00200,2025-06-19,Email,US,Mobile,Promo Shoppers,65.78,3.48,0.59,0.08,1,79.61,34.95,79.61,0.0,0.0,2025-06-19,2025-06-19,0,False
C00201,2024-07-24,Google,US,Mobile,Seasonal Gifters,141.21,1.8,0.3,0.04,1,161.71,86.04,161.71,0.0,0.0,2024-07-24,2024-07-24,0,False
C00202,2025-05-15,Google,UK,Mobile,Steady Repeaters,123.39,3.2,0.25,0.05,1,132.83,75.63,132.83,0.0,0.0,2025-05-15,2025-05-15,0,False
C00203,2024-03-12,Facebook,UK,Mobile,Steady Repeaters,105.78,2.24,0.34,0.05,3,337.37,112.5,112.45666666666666,61.78,0.0,2024-03-12,2024-05-12,61,True
C00204,2024-04-11,Referral,US,Desktop,Steady Repeaters,93.69,4.0,0.23,0.05,4,338.49,132.59,84.6225,0.0,0.75,2024-04-11,2024-07-17,97,True
C00205,2024-02-15,Facebook,US,Mobile,Seasonal Gifters,89.19,1.26,0.41,0.04,2,138.2,74.07,69.1,0.0,1.0,2024-02-15,2024-07-29,165,True
C00206,2024-01-02,Facebook,UK,Mobile,Promo Shoppers,48.98,1.68,0.9,0.08,1,23.84,5.62,23.84,0.0,1.0,2024-01-02,2024-01-02,0,False
C00207,2024-04-12,Referral,UK,Desktop,Promo Shoppers,81.83,3.0,0.63,0.08,1,88.01,50.97,88.01,0.0,0.0,2024-04-12,2024-04-12,0,False
C00208,2024-10-31,Facebook,UK,Mobile,One-Time Buyers,44.41,0.77,0.61,0.07,1,52.63,23.5,52.63,0.0,0.0,2024-10-31,2024-10-31,0,False
C00209,2024-03-13,Email,Germany,Mobile,Seasonal Gifters,121.98,2.61,0.26,0.04,3,384.72,212.91,128.24,0.0,0.0,2024-03-13,2024-10-11,212,True
C00210,2024-11-13,Referral,US,Desktop,One-Time Buyers,60.1,1.38,0.41,0.07,1,54.78,21.9,54.78,0.0,0.0,2024-11-13,2024-11-13,0,False
C00211,2025-01-24,Google,US,Mobile,Promo Shoppers,75.63,2.4,0.7,0.08,3,159.15,45.79,53.050000000000004,20.78,0.6666666666666666,2025-01-24,2025-05-20,116,True
C00212,2024-01-12,Google,US,Mobile,One-Time Buyers,84.85,1.1,0.45,0.07,1,46.18,17.53,46.18,0.0,1.0,2024-01-12,2024-01-12,0,False
C00213,2024-12-21,Email,Germany,Mobile,Steady Repeaters,119.1,4.64,0.21,0.05,4,471.1,243.15,117.775,0.0,0.5,2024-12-21,2025-05-14,144,True
C00214,2024-12-17,Email,UK,Mobile,Promo Shoppers,92.72,3.48,0.59,0.08,4,320.86,124.02,80.215,0.0,0.75,2024-12-17,2025-06-23,188,True
C00215,2025-03-20,Google,UK,Mobile,Promo Shoppers,74.7,2.4,0.7,0.08,1,49.81,19.2,49.81,0.0,1.0,2025-03-20,2025-03-20,0,False
C00216,2025-05-30,Facebook,US,Mobile,One-Time Buyers,38.23,0.77,0.61,0.07,1,30.48,17.65,30.48,0.0,1.0,2025-05-30,2025-05-30,0,False
C00217,2025-02-23,Facebook,UK,Mobile,One-Time Buyers,54.4,0.77,0.61,0.07,1,55.88,-9.89,55.88,39.48,0.0,2025-02-23,2025-02-23,0,False
C00218,2025-01-05,Google,US,Desktop,Promo Shoppers,72.87,2.4,0.7,0.08,1,51.6,20.6,51.6,0.0,0.0,2025-01-05,2025-01-05,0,False
C00219,2024-01-21,Organic,UK,Mobile,Steady Repeaters,85.62,3.52,0.24,0.05,3,271.76,143.28,90.58666666666666,0.0,0.0,2024-01-21,2024-05-20,120,True
C00220,2024-11-29,Referral,UK,Mobile,One-Time Buyers,73.24,1.38,0.41,0.07,1,78.5,29.66,78.5,0.0,1.0,2024-11-29,2024-11-29,0,False
C00221,2025-05-16,Organic,UK,Mobile,Promo Shoppers,72.65,2.64,0.66,0.08,1,56.46,23.95,56.46,0.0,1.0,2025-05-16,2025-05-16,0,False
C00222,2024-01-28,Organic,UK,Mobile,Promo Shoppers,90.94,2.64,0.66,0.08,4,290.39,106.8,72.5975,0.0,0.5,2024-01-28,2024-07-08,162,True
C00223,2024-10-27,Google,UK,Desktop,Steady Repeaters,87.67,3.2,0.25,0.05,5,412.29,187.69,82.458,0.0,0.2,2024-10-27,2025-03-22,146,True
C00224,2024-12-26,Google,UK,Mobile,Seasonal Gifters,95.88,1.8,0.3,0.04,2,221.66,108.25,110.83,0.0,0.5,2024-12-26,2025-05-05,130,True
C00225,2024-10-10,Organic,US,Desktop,Promo Shoppers,70.18,2.64,0.66,0.08,3,169.56,64.12,56.52,0.0,1.0,2024-10-10,2025-02-11,124,True
C00226,2024-09-07,Facebook,UK,Desktop,One-Time Buyers,76.43,0.77,0.61,0.07,1,54.57,20.69,54.57,0.0,1.0,2024-09-07,2024-09-07,0,False
C00227,2024-01-20,Organic,UK,Mobile,Steady Repeaters,97.24,3.52,0.24,0.05,3,319.2,123.64,106.39999999999999,36.43,0.3333333333333333,2024-01-20,2024-04-09,80,True
C00228,2024-07-24,Organic,UK,Mobile,Steady Repeaters,87.83,3.52,0.24,0.05,3,307.98,164.98000000000002,102.66000000000001,0.0,0.3333333333333333,2024-07-24,2024-11-23,122,True
C00229,2024-05-05,Organic,UK,Desktop,One-Time Buyers,66.67,1.21,0.43,0.07,1,39.12,11.37,39.12,0.0,1.0,2024-05-05,2024-05-05,0,False
C00230,2025-03-03,Google,UK,Mobile,One-Time Buyers,73.95,1.1,0.45,0.07,1,73.54,22.2,73.54,0.0,0.0,2025-03-03,2025-03-03,0,False
C00231,2025-01-09,Email,UK,Mobile,Promo Shoppers,79.45,3.48,0.59,0.08,3,217.89,79.82,72.63,0.0,1.0,2025-01-09,2025-05-19,130,True
C00232,2024-06-23,Email,UK,Tablet,One-Time Buyers,68.85,1.59,0.38,0.07,1,46.41,13.82,46.41,0.0,1.0,2024-06-23,2024-06-23,0,False
C00233,2024-04-23,Facebook,France,Desktop,One-Time Buyers,62.07,0.77,0.61,0.07,1,56.58,24.48,56.58,0.0,0.0,2024-04-23,2024-04-23,0,False
C00234,2024-01-01,Facebook,UK,Desktop,One-Time Buyers,49.98,0.77,0.61,0.07,1,46.59,14.14,46.59,0.0,0.0,2024-01-01,2024-01-01,0,False
C00235,2024-08-07,Google,UK,Desktop,Steady Repeaters,105.14,3.2,0.25,0.05,2,184.07999999999998,70.66,92.03999999999999,0.0,0.5,2024-08-07,2024-09-21,45,True
C00236,2024-06-07,Referral,France,Desktop,Steady Repeaters,82.24,4.0,0.23,0.05,3,219.62,101.96000000000001,73.20666666666666,0.0,0.3333333333333333,2024-06-07,2024-08-30,84,True
C00237,2024-01-19,Referral,UK,Mobile,One-Time Buyers,75.78,1.38,0.41,0.07,1,39.15,21.04,39.15,0.0,1.0,2024-01-19,2024-01-19,0,False
C00238,2025-03-30,Organic,Germany,Mobile,One-Time Buyers,73.41,1.21,0.43,0.07,1,43.0,13.76,43.0,0.0,1.0,2025-03-30,2025-03-30,0,False
C00239,2025-04-17,Organic,UK,Mobile,VIP Loyalists,161.27,6.05,0.14,0.03,2,305.62,188.4,152.81,0.0,0.0,2025-04-17,2025-06-01,45,True
C00240,2024-01-03,Email,UK,Mobile,Promo Shoppers,125.0,3.48,0.59,0.08,4,440.68,24.450000000000003,110.17,173.32999999999998,0.5,2024-01-03,2024-07-12,191,True
C00241,2024-08-08,Referral,Germany,Desktop,Promo Shoppers,60.53,3.0,0.63,0.08,3,158.65,72.58,52.88333333333333,0.0,0.6666666666666666,2024-08-08,2024-12-01,115,True
C00242,2024-12-08,Google,UK,Mobile,Steady Repeaters,75.61,3.2,0.25,0.05,3,279.28,109.27000000000001,93.09333333333332,0.0,0.3333333333333333,2024-12-08,2025-04-08,121,True
C00243,2025-02-10,Facebook,France,Mobile,One-Time Buyers,64.6,0.77,0.61,0.07,1,58.15,30.16,58.15,0.0,1.0,2025-02-10,2025-02-10,0,False
C00244,2024-11-19,Referral,US,Mobile,VIP Loyalists,143.65,6.88,0.14,0.03,3,652.33,208.01999999999998,217.44333333333336,122.93,0.0,2024-11-19,2024-12-24,35,True
C00245,2025-01-07,Organic,UK,Mobile,Seasonal Gifters,87.21,1.98,0.28,0.04,2,188.60000000000002,93.69,94.30000000000001,0.0,0.0,2025-01-07,2025-04-20,103,True
C00246,2024-01-02,Google,UK,Mobile,One-Time Buyers,54.34,1.1,0.45,0.07,1,43.04,0.95,43.04,20.59,0.0,2024-01-02,2024-01-02,0,False
C00247,2024-12-16,Organic,UK,Mobile,Steady Repeaters,99.94,3.52,0.24,0.05,1,152.9,99.82,152.9,0.0,0.0,2024-12-16,2024-12-16,0,False
C00248,2024-02-05,Organic,US,Mobile,Steady Repeaters,100.92,3.52,0.24,0.05,4,331.14,185.94,82.785,0.0,0.0,2024-02-05,2024-06-18,134,True
C00249,2024-12-27,Email,Germany,Mobile,Promo Shoppers,90.52,3.48,0.59,0.08,1,122.78,68.39,122.78,0.0,0.0,2024-12-27,2024-12-27,0,False
C00250,2024-05-31,Facebook,US,Mobile,Promo Shoppers,92.44,1.68,0.9,0.08,1,67.64,36.27,67.64,0.0,1.0,2024-05-31,2024-05-31,0,False
C00251,2025-06-14,Organic,US,Mobile,Steady Repeaters,101.53,3.52,0.24,0.05,1,128.28,72.26,128.28,0.0,0.0,2025-06-14,2025-06-14,0,False
C00252,2025-04-27,Facebook,UK,Mobile,One-Time Buyers,64.35,0.77,0.61,0.07,1,43.93,18.85,43.93,0.0,1.0,2025-04-27,2025-04-27,0,False
C00253,2025-02-22,Google,UK,Mobile,One-Time Buyers,80.39,1.1,0.45,0.07,1,54.56,7.22,54.56,20.59,0.0,2025-02-22,2025-02-22,0,False
C00254,2024-11-15,Organic,UK,Mobile,Steady Repeaters,128.16,3.52,0.24,0.05,4,526.84,294.47,131.71,0.0,0.0,2024-11-15,2025-06-01,198,True
C00255,2024-06-15,Facebook,UK,Mobile,Steady Repeaters,94.04,2.24,0.34,0.05,5,487.89,255.35,97.578,0.0,0.4,2024-06-15,2025-01-20,219,True
C00256,2024-02-05,Organic,Germany,Desktop,Promo Shoppers,67.2,2.64,0.66,0.08,4,223.83,77.62,55.9575,0.0,0.75,2024-02-05,2024-06-04,120,True
C00257,2024-03-10,Referral,UK,Mobile,VIP Loyalists,134.68,6.88,0.14,0.03,8,1059.8400000000001,591.38,132.48000000000002,0.0,0.125,2024-03-10,2024-10-31,235,True
C00258,2024-05-28,Email,Germany,Mobile,Promo Shoppers,82.84,3.48,0.59,0.08,2,123.75,50.74,61.875,0.0,1.0,2024-05-28,2024-08-09,73,True
C00259,2024-02-27,Google,US,Mobile,Steady Repeaters,119.09,3.2,0.25,0.05,3,420.85,213.83,140.28333333333333,0.0,0.0,2024-02-27,2024-06-24,118,True
C00260,2024-04-25,Facebook,UK,Desktop,Seasonal Gifters,70.74,1.26,0.41,0.04,1,68.47,30.15,68.47,0.0,0.0,2024-04-25,2024-04-25,0,False
C00261,2024-10-13,Google,France,Mobile,VIP Loyalists,132.8,5.5,0.15,0.03,8,1144.05,560.6800000000001,143.00625,0.0,0.25,2024-10-13,2025-05-21,220,True
C00262,2025-02-03,Organic,Germany,Mobile,Promo Shoppers,82.84,2.64,0.66,0.08,2,137.07999999999998,61.49,68.53999999999999,0.0,0.5,2025-02-03,2025-04-23,79,True
C00263,2024-12-13,Facebook,France,Mobile,One-Time Buyers,64.08,0.77,0.61,0.07,1,44.5,13.29,44.5,0.0,1.0,2024-12-13,2024-12-13,0,False
C00264,2025-03-31,Facebook,UK,Mobile,Steady Repeaters,90.49,2.24,0.34,0.05,1,89.21,30.48,89.21,0.0,0.0,2025-03-31,2025-03-31,0,False
C00265,2025-05-23,Email,Germany,Desktop,One-Time Buyers,63.9,1.59,0.38,0.07,1,43.93,22.33,43.93,0.0,1.0,2025-05-23,2025-05-23,0,False
C00266,2024-06-28,Referral,UK,Mobile,VIP Loyalists,119.04,6.88,0.14,0.03,8,964.83,477.84999999999997,120.60375,0.0,0.125,2024-06-28,2025-02-23,240,True
C00267,2025-02-09,Referral,Germany,Mobile,Steady Repeaters,103.71,4.0,0.23,0.05,1,97.86,44.57,97.86,0.0,0.0,2025-02-09,2025-02-09,0,False
C00268,2025-03-04,Organic,France,Mobile,One-Time Buyers,64.98,1.21,0.43,0.07,1,57.41,33.74,57.41,0.0,0.0,2025-03-04,2025-03-04,0,False
C00269,2024-01-07,Referral,Germany,Desktop,Steady Repeaters,91.76,4.0,0.23,0.05,3,253.58,113.36,84.52666666666667,0.0,0.3333333333333333,2024-01-07,2024-04-25,109,True
C00270,2024-09-22,Email,US,Mobile,Promo Shoppers,82.17,3.48,0.59,0.08,2,176.15,79.41,88.075,0.0,0.5,2024-09-22,2024-12-19,88,True
C00271,2024-04-19,Email,Germany,Tablet,One-Time Buyers,78.71,1.59,0.38,0.07,1,64.98,35.88,64.98,0.0,0.0,2024-04-19,2024-04-19,0,False
C00272,2025-06-20,Facebook,UK,Mobile,One-Time Buyers,54.07,0.77,0.61,0.07,1,40.63,15.31,40.63,0.0,1.0,2025-06-20,2025-06-20,0,False
C00273,2024-04-01,Email,US,Mobile,Steady Repeaters,110.36,4.64,0.21,0.05,9,962.49,466.5,106.94333333333333,0.0,0.3333333333333333,2024-04-01,2025-06-13,438,True
C00274,2024-09-10,Email,US,Mobile,Promo Shoppers,52.17,3.48,0.59,0.08,2,91.93,29.29,45.965,0.0,1.0,2024-09-10,2024-11-06,57,True
C00275,2024-12-10,Organic,UK,Mobile,Promo Shoppers,77.23,2.64,0.66,0.08,4,253.97,82.12,63.4925,0.0,0.75,2024-12-10,2025-06-20,192,True
C00276,2024-07-08,Organic,UK,Mobile,Seasonal Gifters,98.93,1.98,0.28,0.04,2,253.40999999999997,107.4,126.70499999999998,0.0,0.0,2024-07-08,2024-11-05,120,True
C00277,2024-04-10,Email,US,Mobile,Steady Repeaters,82.78,4.64,0.21,0.05,5,482.93,238.74,96.586,0.0,0.2,2024-04-10,2024-11-15,219,True
C00278,2025-04-27,Google,UK,Mobile,One-Time Buyers,79.75,1.1,0.45,0.07,1,46.29,29.16,46.29,0.0,0.0,2025-04-27,2025-04-27,0,False
C00279,2025-05-24,Organic,Germany,Desktop,Steady Repeaters,86.49,3.52,0.24,0.05,1,95.37,46.24,95.37,0.0,0.0,2025-05-24,2025-05-24,0,False
C00280,2025-02-26,Facebook,UK,Desktop,Promo Shoppers,58.78,1.68,0.9,0.08,1,40.28,11.99,40.28,0.0,1.0,2025-02-26,2025-02-26,0,False
C00281,2024-12-03,Organic,Germany,Desktop,Promo Shoppers,54.18,2.64,0.66,0.08,3,133.68,35.339999999999996,44.56,11.51,1.0,2024-12-03,2025-03-04,91,True
C00282,2025-05-24,Google,UK,Mobile,One-Time Buyers,58.65,1.1,0.45,0.07,1,47.23,23.99,47.23,0.0,1.0,2025-05-24,2025-05-24,0,False
C00283,2025-03-11,Organic,US,Mobile,Steady Repeaters,90.39,3.52,0.24,0.05,3,243.76999999999998,101.88,81.25666666666666,0.0,0.6666666666666666,2025-03-11,2025-06-11,92,True
C00284,2025-02-28,Email,UK,Desktop,Seasonal Gifters,141.99,2.61,0.26,0.04,2,299.58,134.97,149.79,0.0,0.5,2025-02-28,2025-05-19,80,True
C00285,2024-08-19,Organic,UK,Desktop,One-Time Buyers,90.89,1.21,0.43,0.07,1,53.91,18.2,53.91,0.0,1.0,2024-08-19,2024-08-19,0,False
C00286,2024-06-21,Referral,US,Mobile,One-Time Buyers,60.62,1.38,0.41,0.07,1,60.75,25.07,60.75,0.0,0.0,2024-06-21,2024-06-21,0,False
C00287,2024-07-18,Facebook,UK,Desktop,Steady Repeaters,83.77,2.24,0.34,0.05,1,85.19,49.3,85.19,0.0,0.0,2024-07-18,2024-07-18,0,False
C00288,2024-10-03,Email,UK,Tablet,VIP Loyalists,150.54,7.97,0.13,0.03,6,993.1800000000001,412.46,165.53,69.28,0.5,2024-10-03,2025-01-18,107,True
C00289,2024-07-29,Google,France,Tablet,Steady Repeaters,83.26,3.2,0.25,0.05,1,94.12,36.33,94.12,0.0,0.0,2024-07-29,2024-07-29,0,False
C00290,2024-11-15,Email,US,Desktop,Steady Repeaters,118.51,4.64,0.21,0.05,2,291.84000000000003,142.85,145.92000000000002,0.0,0.0,2024-11-15,2024-12-27,42,True
C00291,2024-12-25,Email,UK,Desktop,Promo Shoppers,61.72,3.48,0.59,0.08,4,263.29,120.36,65.8225,0.0,0.5,2024-12-25,2025-05-19,145,True
C00292,2024-06-17,Email,US,Desktop,Steady Repeaters,135.15,4.64,0.21,0.05,3,369.23,206.01,123.07666666666667,0.0,0.0,2024-06-17,2024-10-22,127,True
C00293,2025-05-02,Google,Germany,Mobile,Seasonal Gifters,109.55,1.8,0.3,0.04,1,82.68,30.66,82.68,0.0,1.0,2025-05-02,2025-05-02,0,False
C00294,2025-06-05,Google,US,Mobile,Seasonal Gifters,91.06,1.8,0.3,0.04,1,70.69,42.66,70.69,0.0,0.0,2025-06-05,2025-06-05,0,False
C00295,2024-05-03,Referral,UK,Mobile,Steady Repeaters,82.2,4.0,0.23,0.05,7,603.44,250.19,86.2057142857143,53.44,0.42857142857142855,2024-05-03,2025-01-27,269,True
C00296,2024-04-22,Referral,US,Mobile,Steady Repeaters,93.94,4.0,0.23,0.05,2,186.26999999999998,85.56,93.13499999999999,0.0,0.0,2024-04-22,2024-06-18,57,True
C00297,2025-05-11,Organic,Germany,Desktop,One-Time Buyers,68.63,1.21,0.43,0.07,1,59.99,23.95,59.99,0.0,0.0,2025-05-11,2025-05-11,0,False
C00298,2024-08-25,Organic,France,Desktop,One-Time Buyers,45.09,1.21,0.43,0.07,1,45.77,21.09,45.77,0.0,0.0,2024-08-25,2024-08-25,0,False
C00299,2024-08-22,Google,UK,Mobile,One-Time Buyers,71.96,1.1,0.45,0.07,1,60.88,38.65,60.88,0.0,0.0,2024-08-22,2024-08-22,0,False
C00300,2025-04-07,Email,US,Mobile,One-Time Buyers,51.05,1.59,0.38,0.07,1,44.03,11.23,44.03,0.0,1.0,2025-04-07,2025-04-07,0,False
C00301,2024-12-18,Facebook,US,Mobile,Promo Shoppers,39.54,1.68,0.9,0.08,1,37.59,-13.62,37.59,20.28,1.0,2024-12-18,2024-12-18,0,False
C00302,2024-05-07,Facebook,Germany,Desktop,Promo Shoppers,64.75,1.68,0.9,0.08,1,58.24,18.58,58.24,0.0,1.0,2024-05-07,2024-05-07,0,False
C00303,2024-09-17,Email,UK,Desktop,Promo Shoppers,80.12,3.48,0.59,0.08,5,329.57,175.5,65.914,0.0,0.4,2024-09-17,2025-05-31,256,True
C00304,2025-02-08,Referral,US,Mobile,Steady Repeaters,109.36,4.0,0.23,0.05,3,310.37,157.79000000000002,103.45666666666666,0.0,0.3333333333333333,2025-02-08,2025-04-19,70,True
C00305,2024-01-13,Google,UK,Mobile,One-Time Buyers,88.9,1.1,0.45,0.07,1,74.75,32.95,74.75,0.0,0.0,2024-01-13,2024-01-13,0,False
